단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,제조업,저유동성,지배구조지수종목,KOSPI200섹터업종,KOSPI100,KOSPI50,KRX,ETP,ELW발행,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,Non1,KRX증권,KRX선박,KRX섹터_보험,KRX섹터_운송,SRI,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,KOSPI,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
003570,KR7003570009,SNT다이내믹스,ST,2.0,27,15,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,19360,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,101424,2500,19760708,33252,85631742500,12.0,,0,,N,N,Y,4228,869,1002,774,14.06,20240930.0,6437,,N,N,N
003580,KR7003580008,HLB글로벌,ST,3.0,16,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3780,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,57464,500,19900323,48772,24386399500,12.0,,0,,N,N,Y,776,-13,-29,-37,-5.79,20240930.0,1843,,N,N,N
003610,KR7003610003,방림,ST,3.0,27,6,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4570,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,380105,500,19890530,42314,21157045000,9.0,,0,,N,N,Y,810,-22,31,24,1.7,20240630.0,1933,,N,N,N
003620,KR7003620002,KG모빌리티,ST,2.0,27,15,0,,N,N,8,N,N,Y,,N,N,Y,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3920,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,201003,5000,19750529,196404,982021270000,12.0,,0,,N,Y,Y,28858,-143,355,345,4.1,20240930.0,7699,,N,N,N
003650,KR7003650009,미창석유,ST,3.0,27,8,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,89400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,702,5000,19890927,1739,8698360000,12.0,,0,,N,N,Y,2205,248,591,462,23.95,20240630.0,1555,,N,N,N
003670,KR7003670007,포스코퓨처엠,ST,1.0,27,13,0,,N,N,9,Y,Y,Y,,Y,Y,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,Y,150300,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,324786,500,20190529,77463,38731610000,12.0,,0,,N,Y,Y,29767,420,-17,446,3.08,20240930.0,116427,853,N,N,N
003680,KR7003680006,한성기업,ST,3.0,27,5,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,19462,5000,19890126,6209,31047575000,12.0,,0,,N,N,Y,3206,81,21,12,2.36,20231231.0,319,,N,N,N
003690,KR7003690005,코리안리,ST,2.0,21,25,0,,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,Y,N,N,8060,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,107187,500,19691222,194821,97410515500,12.0,,0,,N,Y,Y,49906,3206,3200,2580,10.38,20240930.0,15702,,N,N,N
003720,KR7003720000,삼영,ST,3.0,27,8,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3755,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,66943,500,19760630,34000,17000000000,12.0,,0,,N,N,Y,940,71,68,70,12.1,20240930.0,1276,,N,N,N
003780,KR7003780004,진양산업,ST,3.0,27,8,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8740,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,341710,500,19730626,13000,6500000000,12.0,,0,,N,N,Y,645,67,100,86,19.11,20240930.0,1136,,N,N,N
003830,KR7003830007,대한화섬,ST,3.0,27,8,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,109800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,177,5000,19851223,1328,6640000000,12.0,,0,,N,N,Y,1344,24,99,104,1.46,20231231.0,1458,,N,N,N
003850,KR7003850005,보령,ST,2.0,27,9,0,,N,N,0,N,N,Y,,N,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,10220,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,145592,500,19881024,86787,43393603500,12.0,,0,,N,N,Y,7602,559,484,564,13.1,20240930.0,8869,,N,N,N
003920,KR7003920006,남양유업,ST,3.0,27,5,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,58400,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,33343,500,19780624,6797,3600000000,12.0,,0,,N,N,Y,7213,-229,-186,-190,-3.83,20240930.0,3969,,N,N,N
003925,KR7003921004,남양유업우,ST,0.0,27,5,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,36950,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3229,500,19880620,2000,1000000000,12.0,,1,,N,N,N,0,0,0,0,0.0,,739,,N,N,N
003960,KR7003960002,사조대림,ST,2.0,27,5,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,45750,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,62537,5000,19760916,9164,45822335000,12.0,,0,,N,N,Y,18156,1227,1190,949,17.92,20240930.0,4192,,N,N,N
004000,KR7004000006,롯데정밀화학,ST,2.0,27,8,0,,N,N,4,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,N,40350,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,30212,5000,19760415,25800,129000000000,12.0,,0,,N,Y,Y,12419,382,664,551,3.08,20240930.0,10410,283,N,N,N
004020,KR7004020004,현대제철,ST,1.0,27,11,0,,N,N,3,Y,N,Y,,N,Y,N,N,N,N,N,N,Y,0,N,N,N,N,N,N,N,Y,21750,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,294644,5000,19870523,133445,667228925000,12.0,,0,,N,Y,Y,176135,2053,64,174,0.05,20240930.0,29024,BH1,N,N,N
004060,KR7004060000,SG세계물산,ST,3.0,16,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,330,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,383421,500,19760419,202424,101212480000,12.0,,0,,N,N,Y,1038,-22,129,110,5.74,20240930.0,668,,N,N,N
004080,KR7004080008,신흥,ST,3.0,16,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,14300,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1166,500,19910208,9500,6733070000,12.0,,0,,N,N,Y,751,42,49,38,4.42,20240930.0,1358,,N,N,N
004090,KR7004090007,한국석유,ST,3.0,27,10,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,13570,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,64550,500,19770625,12694,6347060000,12.0,,0,,N,N,Y,5324,107,90,99,6.94,20240930.0,1722,,N,N,N
004100,KR7004100004,태양금속,ST,3.0,27,15,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2265,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1092018,500,19760525,36700,18350000000,12.0,,0,,N,N,Y,4689,149,43,40,5.07,20240930.0,831,,N,N,N
004105,KR7004101002,태양금속우,ST,0.0,27,15,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,3,N,N,N,N,N,N,N,N,3690,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,34850,500,19900108,3300,1650000000,12.0,,1,,N,N,N,0,0,0,0,0.0,,121,,N,N,N
004140,KR7004140000,동방,ST,3.0,19,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2180,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,307613,1000,19880810,47971,47971766000,12.0,,0,,N,N,Y,6465,299,289,233,20.12,20240930.0,1045,,N,N,N
004150,KR7004150009,한솔홀딩스,ST,3.0,21,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2375,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,32522,1000,19720517,42008,42008577000,12.0,,0,,N,N,Y,4955,59,194,158,3.17,20240930.0,997,,N,N,N
004170,KR7004170007,신세계,ST,2.0,16,0,0,,N,N,8,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,134000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,165738,5000,19850819,9845,49225905000,12.0,,0,,N,Y,Y,47492,3734,2795,2243,5.02,20240930.0,13192,577,N,N,N
004250,KR7004250007,NPC,ST,3.0,27,8,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4430,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16783,500,19690908,36720,18360000000,12.0,,0,,N,N,Y,3534,225,1244,971,31.79,20240930.0,1626,,N,N,N
004255,KR7004251005,NPC우,ST,0.0,27,8,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2665,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6587,500,19900115,5280,2640000000,12.0,,1,,N,N,N,0,0,0,0,0.0,,140,,N,N,N
004270,KR7004270005,남성,ST,3.0,16,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1133,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,25799,500,19891114,36212,18106080000,12.0,,0,,N,N,Y,557,5,-33,-32,-4.0,20240930.0,410,,N,N,N
004310,KR7004310009,현대약품,ST,3.0,27,9,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3670,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,154557,500,19780628,32000,16000000000,11.0,,0,,N,N,Y,1808,69,80,61,7.15,20231130.0,1174,,N,N,N
004360,KR7004360004,세방,ST,3.0,19,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11370,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,31140,500,19770519,19308,9654345000,12.0,,0,,N,N,Y,10336,277,955,836,10.17,20240930.0,2195,,N,N,N
004365,KR7004361002,세방우,ST,0.0,19,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7960,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2730,500,19891021,3689,1844625000,12.0,,1,,N,N,N,0,0,0,0,0.0,,293,,N,N,N
004370,KR7004370003,농심,ST,2.0,27,5,0,,N,N,7,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,386000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,8872,5000,19760630,6082,30413210000,12.0,,0,,N,Y,Y,25836,1427,1807,1329,7.07,20240930.0,23478,,N,N,N
004380,KR7004380002,삼익THK,ST,3.0,27,12,0,,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,8050,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,39052,500,19890926,21000,10500000000,12.0,,0,,N,N,Y,2349,31,42,28,1.81,20240930.0,1690,,N,N,N
004410,KR7004410007,서울식품,ST,3.0,27,5,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,148,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1401371,100,19731228,374755,37475555900,12.0,,0,,N,N,Y,648,6,-6,-6,-2.08,20231231.0,554,,N,N,N
004415,KR7004411005,서울식품우,ST,0.0,27,5,0,,Y,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,3,N,N,N,N,N,N,N,N,1207,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1231,100,19890522,2224,222450000,12.0,,1,,N,N,N,0,0,0,0,0.0,,26,,N,N,N
004430,KR7004430005,송원산업,ST,3.0,27,8,0,,N,N,0,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,N,11210,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,49208,500,19770625,24000,12000000000,12.0,,0,,N,N,Y,8151,507,450,287,5.33,20240930.0,2690,,N,N,N
004440,KR7004440004,삼일씨엔에스,ST,3.0,27,10,0,,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,N,3330,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16344,1000,20160330,12731,12731947000,12.0,,0,,N,N,Y,1560,2,-23,-18,-0.91,20240930.0,423,,N,N,N
004450,KR7004450003,삼화왕관,ST,3.0,27,11,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,30400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,211,5000,19760528,2154,10771895000,12.0,,0,,N,N,Y,1269,99,100,74,9.12,20240930.0,654,,N,N,N
004490,KR7004490009,세방전지,ST,2.0,27,13,0,,N,N,8,N,N,Y,,N,N,Y,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,72700,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,29571,500,19871128,14000,7000000000,12.0,,0,,N,Y,Y,14914,1402,1764,1406,13.4,20240930.0,10178,,N,N,N
004540,KR7004540001,깨끗한나라,ST,3.0,27,7,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2415,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,190528,1000,19750625,37240,37240693000,12.0,,0,,N,N,Y,4019,3,-201,-194,-12.83,20240930.0,899,,N,N,N
004545,KR7004541009,깨끗한나라우,ST,0.0,27,7,0,,Y,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12210,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1221,1000,19881121,366,366160000,12.0,,1,,N,N,N,0,0,0,0,0.0,,44,,N,N,N
004560,KR7004560009,현대비앤지스틸,ST,3.0,27,11,0,,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,Y,0,N,N,N,N,N,N,N,N,11650,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,30032,5000,19870324,15078,75394055000,12.0,,0,,N,N,Y,6113,255,260,204,5.4,20240930.0,1756,BH1,N,N,N
004690,KR7004690004,삼천리,ST,3.0,17,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,90800,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,5037,5000,19761223,4055,20275125000,12.0,,0,,N,N,Y,37033,1361,1653,1297,9.73,20240930.0,3681,,N,N,N
004700,KR7004700001,조광피혁,ST,3.0,27,6,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,53200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,302,5000,19770527,6649,34245690000,12.0,,0,,N,N,Y,1266,63,116,90,2.23,20231231.0,3537,,N,N,N
004710,KR7004710000,한솔테크닉스,ST,3.0,27,13,0,,N,N,0,N,N,Y,,N,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3970,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,26025,5000,19880706,32109,160549390000,12.0,,0,,N,N,Y,8750,323,386,298,5.91,20240930.0,1274,,N,N,N
004720,KR7004720009,팜젠사이언스,ST,3.0,27,9,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4290,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,19974,500,19900615,18178,9089262500,12.0,,0,,N,N,Y,1271,88,0,-9,-0.53,20240930.0,779,,N,N,N
004770,KR7004770004,써니전자,ST,3.0,27,13,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,1,N,N,N,N,N,N,N,N,2235,1,1,N,N,N,2,N,N,N,0,0,0,100,N,90,1318103,500,19870422,36702,19301442000,12.0,,0,,N,N,Y,128,9,49,39,5.01,20231231.0,820,,N,N,N
004800,KR7004800009,효성,ST,2.0,21,0,0,,N,N,0,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,N,50700,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,23875,5000,19730630,16740,86725490000,12.0,,0,,N,Y,Y,15626,917,537,3581,20.07,20240930.0,8487,971,N,N,N
004830,KR7004830006,덕성,ST,3.0,27,8,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6710,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,241319,500,19870925,15680,7840000000,12.0,,0,,N,N,Y,928,70,65,50,7.55,20240930.0,1052,,N,N,N
004835,KR7004831004,덕성우,ST,0.0,27,8,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,1,N,N,N,N,N,N,N,N,8960,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,23550,500,19891219,1392,696000000,12.0,,1,,N,N,N,0,0,0,0,0.0,,124,,N,N,N
004840,KR7004840005,DRB동일,ST,3.0,27,8,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4230,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,12694,500,19760521,19930,9965000000,12.0,,0,,N,N,Y,5699,231,172,90,2.09,20240930.0,843,,N,N,N
004870,KR7004870002,티웨이홀딩스,ST,3.0,27,10,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,668,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,384709,500,19770630,112419,56209723500,12.0,,0,,N,N,Y,78,-30,59,46,2.75,20231231.0,750,,N,N,N
004890,KR7004890000,동일산업,ST,3.0,27,11,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,39450,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,901,5000,20050630,2425,12126075000,12.0,,0,,N,N,Y,3224,38,140,114,3.67,20240930.0,956,,N,N,N
004910,KR7004910006,조광페인트,ST,3.0,27,8,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,40067,500,19761227,12800,6400000000,12.0,,0,,N,N,Y,1875,31,103,96,7.17,20240930.0,793,,N,N,N
004920,KR7004920005,씨아이테크,ST,3.0,27,13,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1186,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,18328,500,19891130,50065,25032896500,12.0,,0,,N,N,Y,333,-20,3,0,0.0,20240930.0,593,,N,N,N
004960,KR7004960001,한신공영,ST,3.0,18,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6680,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17164,5000,19760707,11570,57853510000,12.0,,0,,N,N,Y,10096,400,267,160,4.65,20240930.0,772,,N,N,N
004970,KR7004970000,신라교역,ST,3.0,0,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9950,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,18076,500,19760630,16000,8000000000,12.0,,0,,N,N,Y,3803,151,234,179,4.06,20240930.0,1592,,N,N,N
004980,KR7004980009,성신양회,ST,3.0,27,10,0,,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,N,7660,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,16455,5000,19760630,24516,124830365000,12.0,,0,,N,N,Y,8651,581,501,405,9.83,20240930.0,1877,,N,N,N
004985,KR7004981007,성신양회우,ST,0.0,27,10,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10840,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1821,5000,19881221,735,3678225000,12.0,,1,,N,N,N,0,0,0,0,0.0,,79,,N,N,N
004990,KR7004990008,롯데지주,ST,2.0,21,0,0,,N,N,7,Y,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,23100,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,113370,200,19740216,104909,20981847400,12.0,,0,,N,Y,Y,119886,4135,-1211,-1871,-5.76,20240930.0,24234,283,N,N,N
00499K,KR700499K014,롯데지주우,ST,0.0,21,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,27150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,690,200,20171030,805,161120600,12.0,,1,,N,N,N,0,0,0,0,0.0,,218,,N,N,N
005010,KR7005010004,휴스틸,ST,3.0,27,11,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3890,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,116900,1000,19730629,56188,56188075000,12.0,,0,,N,N,Y,5714,158,317,249,3.15,20240930.0,2185,,N,N,N
005030,KR7005030002,부산주공,ST,3.0,27,15,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,486,1,1,Y,N,N,0,N,N,N,0,0,0,100,N,90,0,500,19751226,78782,39391494000,12.0,,0,,N,N,Y,2417,4,-59,-51,-24.58,20231231.0,382,,N,N,N
005070,KR7005070008,코스모신소재,ST,1.0,27,8,0,,N,N,5,N,N,Y,,N,Y,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,55600,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,200650,1000,19870928,32510,32510756000,12.0,,0,,N,Y,Y,6296,323,290,270,7.41,20231231.0,18075,FN4,N,N,N
005090,KR7005090006,SGC에너지,ST,3.0,17,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,26450,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,36861,5000,19930106,14409,73385020000,12.0,,0,,N,N,Y,17070,1634,925,641,13.11,20240930.0,3811,378,N,N,N
005110,KR7005110002,한창,ST,3.0,16,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1254,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,19760601,18606,9303203500,12.0,,0,,N,N,Y,327,-6,-34,-44,-101.16,20240930.0,233,,N,N,N
005180,KR7005180005,빙그레,ST,2.0,27,5,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,82000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,104087,5000,19780831,9851,49756205000,12.0,,0,,N,N,Y,11721,1306,1342,1041,20.32,20240930.0,8078,,N,N,N
005250,KR7005250006,녹십자홀딩스,ST,2.0,26,0,0,,N,N,A,N,N,Y,,N,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,17740,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,179256,500,19780828,47028,25321905000,12.0,,0,,N,N,Y,16398,140,-730,-804,-8.23,20240930.0,8342,,N,N,N
005257,KR7005252002,녹십자홀딩스2우,ST,0.0,26,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,23100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1417,500,19970319,845,422995000,12.0,,2,,N,N,N,0,0,0,0,0.0,,195,,N,N,N
005300,KR7005300009,롯데칠성,ST,2.0,27,5,0,,N,N,7,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,117100,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,5686,500,19730621,9278,4639442000,12.0,,0,,N,Y,Y,31012,1757,1195,817,7.21,20240930.0,10865,283,N,N,N
005305,KR7005301007,롯데칠성우,ST,0.0,27,5,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,67600,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,771,500,19890921,775,387655000,12.0,,1,,N,N,N,0,0,0,0,0.0,,524,,N,N,N
005320,KR7005320007,온타이드,ST,3.0,16,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,442,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,533749,500,19961224,67328,33664023500,12.0,,0,,N,N,Y,1890,-40,-38,-63,-7.78,20240930.0,297,,N,N,N
005360,KR7005360003,모나미,ST,3.0,16,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2175,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,28698,1000,19740626,18897,18897307000,12.0,,0,,N,N,Y,988,-32,-61,-62,-8.89,20240930.0,411,,N,N,N
005380,KR7005380001,현대차,ST,1.0,27,15,0,,N,N,8,Y,Y,Y,,Y,Y,Y,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,215000,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,468339,5000,19740628,209416,1157982395000,12.0,,0,,N,Y,Y,1286075,114174,146625,10755,14.1,20240930.0,450244,BH1,N,N,N
005385,KR7005381009,현대차우,ST,0.0,27,15,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,152700,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,50667,5000,19890911,23871,125549910000,12.0,,1,,N,N,N,0,0,0,0,0.0,,36452,,N,N,N
005387,KR7005382007,현대차2우B,ST,0.0,27,15,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,157100,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,56823,5000,19981202,35759,193069325000,12.0,,2,,N,N,N,0,0,0,0,0.0,,56178,,N,N,N
005389,KR7005383005,현대차3우B,ST,0.0,27,15,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,152600,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,8246,5000,19990415,2380,12391495000,12.0,,2,,N,N,N,0,0,0,0,0.0,,3632,,N,N,N
005390,KR7005390000,신성통상,ST,3.0,16,0,0,,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2170,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,610632,500,19751222,143708,71854195000,6.0,,0,,N,N,Y,3138,-42,-13,-6,-0.51,20240930.0,3118,,N,N,N
